current_price,predicted_price_7d,price_volatility_30d,storage_capacity_kg,quantity_kg,days_since_harvest,distance_to_nearest_buyer_km,rain_probability_pct,demand_score,label
24.8,29.54,0.216,200.0,2411.1,19,68.3,72.1,0.617,SELL_NOW
32.92,36.94,0.0416,0.0,1812.2,1,33.2,63.1,0.144,SELL_NOW
18.38,15.15,0.1792,500.0,381.1,2,17.3,10.0,0.465,SELL_NOW
72.34,70.89,0.1881,500.0,1689.3,14,60.6,92.5,0.266,SELL_NOW
51.55,65.9,0.1727,5000.0,2137.9,18,50.1,55.8,0.423,STORE
57.54,60.43,0.0706,500.0,2398.8,12,84.5,25.0,0.445,WAIT
65.24,66.31,0.2195,200.0,1924.4,4,108.7,20.6,0.527,WAIT
44.89,46.19,0.0505,500.0,542.7,5,97.0,13.6,0.64,WAIT
16.08,14.55,0.0229,1000.0,2159.5,13,34.4,42.5,0.614,SELL_NOW
47.6,46.85,0.1822,200.0,2064.3,3,105.7,13.6,0.135,WAIT
51.08,50.31,0.1241,0.0,170.8,18,100.3,41.6,0.776,SELL_NOW
62.18,51.37,0.2138,0.0,1294.1,6,111.6,14.9,0.954,SELL_NOW
40.22,47.61,0.102,5000.0,1065.6,3,56.1,65.7,0.414,STORE
18.93,19.09,0.0504,5000.0,2041.3,1,92.7,78.5,0.262,WAIT
29.86,36.17,0.2107,1000.0,726.8,6,71.8,55.0,0.586,WAIT
35.42,43.39,0.1417,0.0,1813.5,2,38.6,68.0,0.734,SELL_NOW
55.21,50.02,0.0554,0.0,2748.3,14,119.3,93.8,0.711,SELL_NOW
49.95,56.38,0.1829,0.0,2413.6,0,6.5,63.8,0.651,SELL_NOW
34.93,36.19,0.1327,0.0,2772.2,1,21.1,36.4,0.232,WAIT
79.06,98.04,0.155,500.0,2937.7,9,107.3,44.9,0.853,AGGREGATE
52.4,47.58,0.1206,200.0,130.9,15,9.1,86.1,0.483,SELL_NOW
26.61,30.3,0.2089,200.0,1905.9,14,106.6,13.1,0.299,AGGREGATE
17.12,18.9,0.2091,1000.0,1297.2,14,86.4,32.6,0.178,AGGREGATE
20.7,19.62,0.1803,500.0,2593.6,13,6.3,57.7,0.475,SELL_NOW
27.22,23.63,0.0353,0.0,830.3,13,52.7,67.6,0.656,SELL_NOW
21.25,23.92,0.2113,0.0,2945.0,5,91.0,76.3,0.699,SELL_NOW
23.06,26.96,0.171,5000.0,1879.8,13,70.8,31.8,0.966,SELL_NOW
29.96,28.69,0.1773,5000.0,2401.3,16,112.4,14.6,0.238,WAIT
22.14,24.85,0.0971,1000.0,348.2,17,104.4,95.5,0.987,SELL_NOW
72.77,72.6,0.221,0.0,632.0,19,41.3,7.6,0.689,SELL_NOW
15.62,18.06,0.1841,1000.0,2299.4,18,12.0,9.6,0.509,AGGREGATE
46.72,42.03,0.037,500.0,163.8,16,113.4,49.5,0.899,SELL_NOW
38.73,48.22,0.1079,200.0,2468.9,15,63.0,81.9,0.725,SELL_NOW
78.77,74.33,0.2227,0.0,140.5,7,10.8,77.5,0.414,SELL_NOW
17.84,17.56,0.0213,500.0,2005.6,6,98.4,93.8,0.896,SELL_NOW
37.85,31.38,0.2407,0.0,1158.8,19,104.5,14.2,0.7,SELL_NOW
77.86,66.63,0.173,5000.0,1873.3,11,77.5,37.6,0.729,SELL_NOW
70.59,74.67,0.1615,1000.0,2118.5,8,54.8,28.2,0.907,SELL_NOW
67.2,62.75,0.0749,5000.0,1093.2,13,80.1,86.1,0.504,SELL_NOW
28.05,34.16,0.0697,200.0,413.1,19,85.4,48.8,0.691,AGGREGATE
21.96,17.73,0.2361,5000.0,302.0,0,107.4,2.7,0.77,SELL_NOW
56.81,56.21,0.0816,0.0,1807.9,9,114.8,70.8,0.509,SELL_NOW
75.06,72.71,0.1961,5000.0,1609.9,16,62.7,38.9,0.175,WAIT
48.97,39.65,0.1043,0.0,2252.4,16,96.2,53.1,0.794,SELL_NOW
50.01,43.12,0.0434,200.0,1578.2,16,115.8,89.4,0.143,SELL_NOW
29.6,29.8,0.0126,5000.0,1325.1,3,19.8,25.7,0.746,WAIT
63.86,66.83,0.1406,1000.0,1254.5,16,4.2,24.0,0.92,SELL_NOW
23.09,23.14,0.2442,1000.0,176.7,17,104.5,26.3,0.412,WAIT
32.66,34.8,0.0986,1000.0,1073.1,19,25.0,33.8,0.192,SELL_NOW
39.78,43.66,0.0957,5000.0,2930.5,1,7.0,10.7,0.31,WAIT
45.53,36.65,0.0926,5000.0,2633.3,7,20.9,69.7,0.606,SELL_NOW
26.97,27.83,0.1349,5000.0,1055.2,12,47.3,20.7,0.948,SELL_NOW
18.04,23.12,0.1158,0.0,1804.6,19,27.9,92.6,0.561,SELL_NOW
52.74,55.88,0.2212,200.0,2557.2,14,38.0,21.6,0.201,WAIT
30.2,34.4,0.1313,1000.0,1379.7,19,117.1,25.6,0.665,AGGREGATE
50.69,48.45,0.1319,0.0,152.1,8,85.1,29.7,0.76,WAIT
20.81,24.7,0.0432,1000.0,316.1,2,86.0,76.9,0.454,STORE
43.68,51.82,0.2459,0.0,1580.1,2,13.2,42.8,0.749,AGGREGATE
47.28,50.15,0.07,5000.0,2911.4,1,88.4,81.9,0.392,WAIT
13.63,17.55,0.0276,1000.0,2110.3,0,89.2,78.5,0.81,SELL_NOW
33.56,28.96,0.1692,5000.0,305.7,13,79.8,92.9,0.407,SELL_NOW
19.41,15.69,0.1529,1000.0,649.1,16,29.0,75.7,0.33,SELL_NOW
14.44,17.11,0.1096,500.0,2336.8,12,51.9,5.2,0.891,AGGREGATE
79.3,95.44,0.1113,0.0,2540.2,18,101.9,83.7,0.594,SELL_NOW
32.56,28.01,0.1984,500.0,1891.3,14,81.1,93.8,0.357,SELL_NOW
66.69,62.21,0.057,0.0,1968.8,13,88.5,99.4,0.942,SELL_NOW
27.82,22.5,0.2069,200.0,182.2,1,71.3,12.5,0.722,SELL_NOW
57.71,54.63,0.1657,1000.0,2502.7,6,55.1,61.3,0.299,SELL_NOW
63.22,75.01,0.1106,200.0,2386.0,16,91.6,19.9,0.653,AGGREGATE
51.69,54.74,0.1199,200.0,851.2,17,10.0,26.3,0.883,SELL_NOW
43.01,41.89,0.0716,0.0,2155.2,5,81.4,74.6,0.727,SELL_NOW
38.83,38.28,0.1905,500.0,723.1,20,119.7,97.8,0.32,SELL_NOW
34.42,27.56,0.1331,5000.0,217.0,7,94.1,59.5,0.684,SELL_NOW
75.07,71.31,0.087,0.0,683.3,1,36.3,85.1,0.657,SELL_NOW
68.14,76.54,0.1531,5000.0,618.0,0,34.8,0.9,0.839,SELL_NOW
77.55,99.82,0.249,200.0,1079.5,15,80.7,3.7,0.26,AGGREGATE
18.7,22.88,0.1145,5000.0,1313.5,6,107.7,59.7,0.73,WAIT
61.16,49.65,0.231,500.0,1574.8,10,70.2,38.9,0.125,SELL_NOW
75.68,94.55,0.0928,0.0,1482.6,14,64.2,89.0,0.727,SELL_NOW
22.69,27.03,0.0231,500.0,885.0,12,20.9,30.2,0.964,AGGREGATE
14.65,17.44,0.059,500.0,184.6,1,86.4,43.2,0.257,STORE
61.88,63.67,0.1105,0.0,1854.8,13,84.9,52.8,0.38,WAIT
50.21,50.16,0.0627,500.0,1247.7,5,116.1,27.3,0.625,WAIT
68.93,65.58,0.0101,1000.0,966.1,8,37.4,90.8,0.759,WAIT
19.78,16.48,0.2296,1000.0,2614.1,6,91.3,46.5,0.41,SELL_NOW
65.67,60.03,0.2125,1000.0,2265.6,17,53.2,42.4,0.698,SELL_NOW
24.11,22.26,0.1882,5000.0,2587.5,8,67.9,85.0,0.909,SELL_NOW
21.46,22.36,0.0503,500.0,1535.5,3,98.3,31.2,0.754,SELL_NOW
21.5,25.23,0.0389,0.0,479.7,8,28.2,81.7,0.74,SELL_NOW
67.02,69.49,0.0262,0.0,2119.0,3,42.5,12.2,0.444,WAIT
56.56,46.89,0.1838,5000.0,697.6,11,93.3,18.3,0.92,SELL_NOW
46.61,59.62,0.2329,0.0,1379.6,3,69.3,95.1,0.35,SELL_NOW
35.12,44.65,0.1133,1000.0,288.5,19,12.9,84.2,0.285,STORE
71.4,85.16,0.0386,500.0,2493.4,13,52.8,38.8,0.428,AGGREGATE
37.47,48.55,0.133,0.0,465.2,6,71.2,63.8,0.685,SELL_NOW
67.16,72.01,0.0937,0.0,2719.0,12,109.3,94.3,0.876,SELL_NOW
40.74,52.2,0.1,200.0,2606.3,7,24.2,21.2,0.219,AGGREGATE
36.39,30.48,0.1591,200.0,1447.3,4,97.1,5.9,0.832,SELL_NOW
42.39,41.66,0.1825,200.0,2258.7,11,17.4,53.7,0.832,WAIT
31.1,28.38,0.0365,500.0,1896.4,12,30.6,14.3,0.628,SELL_NOW
62.33,55.97,0.0185,1000.0,2428.9,19,30.7,18.7,0.785,SELL_NOW
45.19,39.33,0.2486,1000.0,1352.2,13,105.5,89.2,0.264,SELL_NOW
26.25,29.17,0.0659,1000.0,2378.8,17,25.5,0.7,0.253,AGGREGATE
72.97,86.88,0.0229,500.0,1441.1,19,94.9,81.7,0.877,SELL_NOW
36.87,40.16,0.0556,500.0,2828.8,3,56.5,51.7,0.548,AGGREGATE
48.05,41.97,0.0193,200.0,1510.5,20,119.9,55.9,0.321,SELL_NOW
73.45,88.55,0.104,0.0,1441.6,17,101.0,67.2,0.72,SELL_NOW
53.7,60.03,0.2026,5000.0,2376.7,6,89.3,43.1,0.903,SELL_NOW
18.18,18.08,0.0919,5000.0,2482.6,14,104.7,11.6,0.669,WAIT
75.79,86.18,0.1166,0.0,1708.0,20,76.8,10.3,0.413,AGGREGATE
53.94,50.16,0.1721,200.0,621.4,5,101.6,75.4,0.535,SELL_NOW
33.44,32.53,0.1321,0.0,1456.5,15,32.8,22.1,0.777,SELL_NOW
19.75,24.86,0.2167,0.0,2907.4,19,13.5,2.8,0.161,AGGREGATE
65.58,61.99,0.2178,5000.0,2283.7,7,74.7,98.0,0.295,SELL_NOW
53.41,55.27,0.0124,200.0,2452.4,20,53.3,98.0,0.516,SELL_NOW
47.34,58.94,0.1967,500.0,195.2,15,52.3,37.8,0.644,WAIT
72.57,83.74,0.1206,5000.0,1456.8,15,64.2,2.6,0.405,STORE
65.2,54.19,0.2473,500.0,1975.2,2,44.6,72.7,0.369,SELL_NOW
20.62,18.01,0.126,200.0,2507.1,16,75.9,83.1,0.137,SELL_NOW
31.82,25.58,0.2469,0.0,242.9,8,5.6,12.5,0.129,SELL_NOW
27.39,30.56,0.1911,1000.0,2572.1,2,116.4,13.5,0.351,AGGREGATE
62.08,63.56,0.0697,1000.0,1690.4,19,111.1,82.2,0.577,SELL_NOW
12.35,10.71,0.1392,200.0,672.2,6,112.4,92.2,0.601,SELL_NOW
49.89,63.81,0.2481,1000.0,1020.0,17,45.1,79.1,0.545,SELL_NOW
63.37,67.48,0.2158,500.0,917.6,11,64.8,20.1,0.469,WAIT
71.37,65.73,0.0334,1000.0,1639.5,18,114.6,41.2,0.327,SELL_NOW
33.95,35.65,0.1795,200.0,249.9,15,108.5,60.1,0.461,SELL_NOW
67.49,76.92,0.0929,200.0,559.8,16,95.2,16.0,0.225,AGGREGATE
17.74,14.87,0.0117,500.0,2456.8,19,50.1,21.1,0.204,SELL_NOW
69.25,64.91,0.1068,1000.0,484.6,14,68.6,28.3,0.37,SELL_NOW
18.92,22.77,0.0663,1000.0,776.8,0,95.6,51.0,0.996,SELL_NOW
37.81,38.94,0.2065,0.0,1414.8,1,34.2,51.1,0.394,WAIT
65.81,70.63,0.091,5000.0,1599.7,7,75.9,81.4,0.943,SELL_NOW
20.49,20.83,0.2086,200.0,2314.5,1,99.7,75.3,0.453,SELL_NOW
26.05,21.41,0.0101,0.0,1397.3,18,85.5,91.4,0.495,SELL_NOW
60.56,53.46,0.0839,200.0,2390.6,8,58.6,83.3,0.817,SELL_NOW
60.4,61.78,0.0679,0.0,1893.2,8,71.0,25.4,0.184,WAIT
54.88,49.64,0.0661,5000.0,428.0,12,118.7,33.1,0.264,SELL_NOW
58.58,48.32,0.0264,0.0,553.4,5,73.0,50.0,0.976,SELL_NOW
47.99,58.64,0.0549,200.0,1367.4,14,94.7,1.4,0.555,AGGREGATE
27.63,35.65,0.1433,1000.0,1251.0,18,87.7,90.4,0.14,SELL_NOW
34.2,40.92,0.0799,200.0,2256.3,20,84.8,4.4,0.143,AGGREGATE
22.71,27.86,0.1102,500.0,1784.1,14,86.5,32.2,0.917,AGGREGATE
73.59,67.78,0.1004,500.0,1225.6,17,55.6,56.9,0.886,SELL_NOW
50.84,65.09,0.2202,500.0,595.2,6,58.0,51.8,0.513,AGGREGATE
38.06,34.2,0.2273,500.0,757.8,10,57.2,65.4,0.247,SELL_NOW
42.34,54.01,0.1283,5000.0,1769.0,7,5.9,52.8,0.847,SELL_NOW
76.31,99.01,0.0892,1000.0,1328.0,5,30.4,22.9,0.392,AGGREGATE
20.73,23.97,0.0356,1000.0,1593.3,7,20.2,20.1,0.477,AGGREGATE
51.04,65.87,0.2388,200.0,595.0,1,106.6,90.7,0.714,SELL_NOW
45.41,49.26,0.0245,0.0,2022.4,18,34.4,26.4,0.418,AGGREGATE
52.8,49.09,0.0814,200.0,2572.4,15,18.3,28.1,0.666,SELL_NOW
11.27,11.48,0.0815,200.0,848.0,6,16.1,41.3,0.897,SELL_NOW
71.05,77.92,0.0869,200.0,1525.4,9,84.6,13.9,0.818,AGGREGATE
75.25,62.95,0.0494,200.0,2929.0,11,2.7,50.7,0.443,SELL_NOW
49.56,55.07,0.198,1000.0,1066.4,16,57.6,66.5,0.359,SELL_NOW
58.77,75.84,0.0394,0.0,1825.6,6,16.0,78.6,0.357,SELL_NOW
74.57,66.75,0.1624,200.0,361.6,7,102.3,71.1,0.414,SELL_NOW
59.51,71.19,0.0397,1000.0,1857.4,6,115.1,14.8,0.544,AGGREGATE
20.68,25.93,0.0269,200.0,359.9,3,115.1,45.6,0.475,AGGREGATE
50.34,64.03,0.2283,500.0,2881.8,2,54.2,3.9,0.22,AGGREGATE
52.47,67.17,0.0556,200.0,2175.4,18,78.1,1.8,0.247,AGGREGATE
39.69,42.1,0.2071,200.0,2385.7,14,72.8,44.0,0.409,WAIT
61.55,79.32,0.1407,5000.0,2141.9,3,43.3,25.3,0.606,WAIT
75.41,88.88,0.0287,500.0,1810.2,8,54.4,68.3,0.633,SELL_NOW
74.79,65.88,0.2393,0.0,1404.7,12,9.6,72.4,0.538,SELL_NOW
41.56,43.16,0.0693,200.0,2589.3,17,95.9,89.5,0.765,SELL_NOW
17.93,20.78,0.2163,0.0,2874.8,20,30.4,76.1,0.764,SELL_NOW
78.94,72.91,0.0505,500.0,1547.2,15,56.3,4.8,0.485,SELL_NOW
68.72,76.99,0.2149,200.0,2801.5,0,58.7,37.2,0.212,AGGREGATE
18.73,21.22,0.0132,5000.0,1791.7,3,68.2,27.3,0.577,WAIT
74.46,65.62,0.1328,1000.0,1661.3,17,98.5,38.6,0.443,SELL_NOW
70.89,76.74,0.1947,5000.0,1418.0,7,83.6,16.0,0.224,WAIT
46.32,54.93,0.2344,5000.0,706.9,19,80.2,9.8,0.984,SELL_NOW
51.39,53.93,0.2282,1000.0,110.8,15,64.2,52.1,0.433,WAIT
37.93,30.57,0.2067,1000.0,800.4,20,13.3,72.0,0.663,SELL_NOW
13.83,11.13,0.2232,1000.0,1578.2,10,49.4,70.2,0.541,SELL_NOW
33.46,32.74,0.0578,200.0,1201.9,19,115.0,45.1,0.229,SELL_NOW
66.2,83.62,0.0782,0.0,1400.6,20,119.5,52.2,0.15,AGGREGATE
10.32,9.44,0.0794,0.0,2943.9,20,88.2,51.6,0.663,SELL_NOW
33.34,37.25,0.1005,1000.0,1115.8,20,28.8,69.2,0.322,SELL_NOW
37.87,34.5,0.1044,5000.0,1411.3,18,14.0,4.8,0.319,SELL_NOW
47.62,45.75,0.1407,500.0,487.2,18,50.9,71.0,0.961,WAIT
74.39,91.05,0.0484,1000.0,239.1,17,103.1,58.2,0.516,WAIT
34.24,39.88,0.1759,5000.0,2348.7,18,87.2,19.8,0.126,STORE
34.29,29.06,0.0502,5000.0,1755.0,10,106.3,4.9,0.406,SELL_NOW
61.63,62.51,0.0845,200.0,2306.0,2,74.7,10.9,0.626,WAIT
41.66,33.93,0.1308,200.0,534.6,7,17.4,52.5,0.396,SELL_NOW
25.72,26.76,0.2011,0.0,1758.3,19,15.5,75.8,0.124,SELL_NOW
41.67,47.14,0.1875,0.0,835.6,18,7.7,33.5,0.5,AGGREGATE
19.86,17.06,0.1649,500.0,761.4,9,68.9,37.9,0.195,SELL_NOW
22.35,21.11,0.0474,500.0,133.4,15,30.7,93.4,0.657,SELL_NOW
44.89,44.84,0.1413,500.0,478.0,4,88.7,21.3,0.658,WAIT
39.32,49.54,0.031,500.0,996.9,19,83.0,10.4,0.134,AGGREGATE
74.04,96.0,0.1006,5000.0,438.9,8,39.5,34.3,0.362,STORE
35.37,29.09,0.1092,5000.0,2959.0,7,22.9,74.6,0.472,SELL_NOW
50.64,59.78,0.0196,0.0,995.0,10,14.1,62.6,0.595,SELL_NOW
54.26,53.49,0.0758,200.0,477.9,15,89.0,41.6,0.366,SELL_NOW
10.92,10.88,0.2394,200.0,677.3,6,55.2,96.5,0.359,SELL_NOW
56.45,66.45,0.2389,1000.0,1804.3,14,40.2,73.5,0.985,SELL_NOW
22.46,28.29,0.0946,5000.0,285.7,20,103.1,6.2,0.138,STORE
77.27,98.56,0.0203,500.0,2601.1,19,72.0,74.5,0.99,SELL_NOW
20.41,22.21,0.053,500.0,2888.3,16,63.1,2.4,0.143,AGGREGATE
39.02,38.19,0.1041,1000.0,815.6,5,89.7,65.0,0.36,WAIT
15.97,19.07,0.2375,200.0,1405.3,14,98.2,21.0,0.544,AGGREGATE
79.78,73.84,0.0439,500.0,164.2,7,83.0,69.6,0.229,SELL_NOW
45.15,48.86,0.1932,200.0,1958.1,6,53.9,31.0,0.221,AGGREGATE
51.68,50.61,0.0361,1000.0,1300.4,1,46.8,87.3,0.331,SELL_NOW
14.7,16.58,0.2455,200.0,883.2,12,93.1,33.7,0.976,AGGREGATE
62.5,57.51,0.1016,200.0,699.8,5,63.1,62.0,0.442,SELL_NOW
24.69,22.12,0.1961,200.0,1996.7,4,85.1,28.6,0.609,SELL_NOW
72.86,91.74,0.0922,500.0,1307.0,19,107.1,91.7,0.734,SELL_NOW
24.36,20.73,0.1606,0.0,621.0,0,110.1,78.1,0.768,SELL_NOW
23.35,24.59,0.0561,5000.0,2098.4,17,34.8,24.3,0.719,WAIT
12.56,11.43,0.045,200.0,1738.7,14,24.2,94.9,0.403,SELL_NOW
43.04,35.27,0.2351,200.0,2590.1,9,32.8,35.7,0.201,SELL_NOW
49.54,40.52,0.2302,200.0,440.7,2,90.7,65.2,0.354,SELL_NOW
14.6,12.96,0.223,0.0,2378.4,4,45.7,74.3,0.289,SELL_NOW
64.29,79.29,0.1601,1000.0,2053.2,12,22.5,2.3,0.223,AGGREGATE
41.73,39.28,0.204,500.0,433.5,7,13.6,95.9,0.122,SELL_NOW
46.71,59.56,0.0266,0.0,2115.0,20,40.6,34.4,0.942,AGGREGATE
40.85,44.56,0.0903,200.0,1380.5,1,18.1,19.0,0.929,AGGREGATE
38.05,38.75,0.0853,0.0,2840.5,8,20.5,85.1,0.145,SELL_NOW
49.17,53.6,0.1626,0.0,510.7,16,82.7,70.3,0.256,SELL_NOW
20.87,22.08,0.0954,0.0,1964.2,17,4.3,8.7,0.226,SELL_NOW
22.73,26.81,0.0456,1000.0,1207.7,12,15.9,11.7,0.353,AGGREGATE
70.32,66.19,0.1532,5000.0,2874.8,0,101.6,71.5,0.284,SELL_NOW
76.23,74.44,0.2055,500.0,1056.9,11,101.7,7.5,0.951,WAIT
36.13,45.06,0.1017,1000.0,2890.3,19,40.9,91.7,0.176,SELL_NOW
28.95,36.86,0.0417,1000.0,2714.3,19,12.4,74.2,0.291,SELL_NOW
55.08,68.65,0.0572,5000.0,884.1,20,85.2,33.5,0.173,STORE
38.61,38.99,0.067,1000.0,2430.3,4,44.5,36.3,0.982,SELL_NOW
11.78,14.02,0.082,0.0,2987.3,7,7.4,50.6,0.927,AGGREGATE
20.93,21.73,0.1643,0.0,832.7,14,20.6,36.1,0.745,WAIT
60.12,63.05,0.1542,200.0,1366.7,2,18.2,78.3,0.483,SELL_NOW
56.12,50.64,0.1771,1000.0,1608.5,5,71.5,97.5,0.271,SELL_NOW
11.9,13.03,0.097,200.0,955.3,12,108.0,58.5,0.299,AGGREGATE
25.54,22.81,0.2078,500.0,144.3,11,95.6,44.6,0.499,SELL_NOW
26.18,25.28,0.059,0.0,738.4,18,66.5,22.3,0.791,SELL_NOW
57.03,70.01,0.1226,500.0,917.6,17,51.8,65.3,0.338,SELL_NOW
11.38,10.28,0.2022,5000.0,1386.4,0,75.0,68.6,0.38,SELL_NOW
17.29,14.45,0.0532,0.0,596.2,6,54.4,68.5,0.64,SELL_NOW
65.99,55.07,0.0364,500.0,2632.4,11,31.0,2.7,0.314,SELL_NOW
22.5,28.58,0.2221,5000.0,2144.2,9,82.1,89.9,0.626,WAIT
55.69,58.67,0.0923,500.0,347.1,11,105.0,33.8,0.448,WAIT
26.67,26.8,0.1741,5000.0,1985.3,10,46.0,74.4,0.131,WAIT
16.96,20.45,0.0161,5000.0,1995.6,3,101.3,76.0,0.462,STORE
27.02,32.91,0.1756,0.0,2873.0,18,52.9,65.1,0.928,SELL_NOW
60.56,58.51,0.0859,200.0,108.8,5,49.4,39.5,0.364,WAIT
69.9,80.16,0.0234,5000.0,819.0,8,5.3,60.8,0.391,STORE
68.12,80.75,0.1564,5000.0,2790.6,19,84.0,4.0,0.159,STORE
37.8,42.62,0.0678,0.0,2803.2,9,97.3,76.2,0.654,SELL_NOW
56.77,49.72,0.1028,200.0,2189.7,4,80.3,10.0,0.864,SELL_NOW
24.35,30.14,0.0293,1000.0,2320.7,12,19.9,39.7,0.418,AGGREGATE
30.52,32.64,0.0453,1000.0,365.3,8,14.2,10.4,0.316,WAIT
72.74,68.47,0.0815,200.0,1590.2,1,69.6,83.7,0.961,SELL_NOW
10.91,11.05,0.0315,500.0,771.6,17,49.4,55.0,0.771,SELL_NOW
15.99,13.09,0.2286,0.0,625.5,20,52.6,69.1,0.61,SELL_NOW
24.55,21.21,0.0115,200.0,2449.9,0,116.2,68.3,0.375,SELL_NOW
11.86,14.02,0.1261,1000.0,491.6,20,87.4,84.2,0.299,STORE
22.7,18.16,0.0396,5000.0,1459.1,11,50.6,13.3,0.744,SELL_NOW
50.81,51.23,0.0838,1000.0,2821.9,9,4.3,66.0,0.57,SELL_NOW
39.5,41.92,0.2323,5000.0,638.9,1,6.0,57.5,0.569,WAIT
72.49,59.97,0.0488,0.0,2936.2,8,82.8,3.1,0.166,SELL_NOW
67.22,86.48,0.2418,5000.0,2983.4,1,100.9,20.1,0.561,WAIT
33.93,30.98,0.0594,200.0,1711.3,13,85.5,26.8,0.84,SELL_NOW
28.16,26.81,0.188,5000.0,593.4,10,49.9,7.3,0.952,WAIT
36.58,34.82,0.1412,500.0,1016.7,10,5.7,35.5,0.196,WAIT
51.32,46.97,0.2223,200.0,1331.0,16,116.2,2.7,0.668,SELL_NOW
28.76,23.03,0.143,0.0,997.0,3,118.4,55.3,0.612,SELL_NOW
53.69,62.53,0.1383,200.0,913.8,12,66.8,21.2,0.901,AGGREGATE
38.66,49.62,0.0569,500.0,2919.5,6,10.3,28.7,0.776,AGGREGATE
48.64,44.37,0.0499,0.0,544.8,15,65.8,91.0,0.969,SELL_NOW
40.53,45.86,0.23,1000.0,2226.7,0,107.3,50.3,0.964,AGGREGATE
30.61,35.85,0.0887,500.0,101.2,12,82.2,26.9,0.303,STORE
76.39,93.52,0.0993,0.0,1828.9,0,87.0,59.8,0.753,AGGREGATE
63.45,64.17,0.1924,5000.0,2756.2,10,12.0,20.2,0.577,WAIT
19.81,18.85,0.0913,200.0,935.0,5,14.6,7.4,0.293,WAIT
70.79,68.15,0.2385,0.0,638.0,19,17.0,2.1,0.275,SELL_NOW
44.12,51.02,0.1871,200.0,1989.9,2,108.7,95.2,0.173,SELL_NOW
72.62,87.75,0.1534,5000.0,2166.5,11,64.1,72.5,0.816,SELL_NOW
65.99,58.78,0.2214,0.0,2095.3,4,95.4,80.0,0.392,SELL_NOW
39.76,39.19,0.0219,1000.0,1026.0,8,15.6,98.1,0.871,SELL_NOW
11.57,14.48,0.0717,500.0,831.4,11,111.5,93.2,0.647,SELL_NOW
28.81,34.67,0.1216,0.0,2872.2,9,98.9,73.7,0.706,SELL_NOW
47.91,61.93,0.0645,5000.0,2777.6,18,28.5,69.4,0.363,STORE
54.34,63.97,0.1885,0.0,1426.2,4,105.2,33.7,0.512,AGGREGATE
28.05,27.96,0.2306,200.0,2554.0,4,33.1,10.4,0.471,WAIT
19.75,21.64,0.1117,0.0,1411.7,8,26.2,57.4,0.312,AGGREGATE
68.45,77.38,0.0921,1000.0,1330.7,19,33.2,57.6,0.849,AGGREGATE
78.91,66.22,0.2408,0.0,554.6,16,109.4,95.2,0.66,SELL_NOW
46.8,50.18,0.1168,500.0,1336.6,9,110.0,44.3,0.134,WAIT
22.02,25.42,0.1274,0.0,1658.5,20,40.8,69.1,0.838,SELL_NOW
29.06,25.68,0.0944,200.0,165.3,0,85.2,57.5,0.195,SELL_NOW
11.29,13.44,0.2283,0.0,1387.9,15,81.7,17.7,0.463,AGGREGATE
74.0,80.8,0.1465,1000.0,2365.9,14,97.2,59.2,0.614,AGGREGATE
18.24,23.28,0.1929,5000.0,2072.1,16,37.0,54.0,0.107,STORE
50.36,41.35,0.2048,0.0,1942.0,19,62.2,49.4,0.688,SELL_NOW
29.18,27.22,0.092,0.0,2737.7,12,80.8,51.3,0.694,SELL_NOW
48.79,53.71,0.1141,500.0,152.3,0,5.1,16.4,0.687,WAIT
55.6,52.72,0.2136,1000.0,1715.4,7,46.5,46.3,0.247,SELL_NOW
68.08,78.79,0.0972,5000.0,2383.3,4,84.1,60.6,0.33,STORE
24.45,28.84,0.2005,200.0,1669.9,5,31.8,48.9,0.323,AGGREGATE
10.77,9.17,0.2358,0.0,1039.3,19,115.0,48.9,0.964,SELL_NOW
19.58,20.7,0.1596,5000.0,495.1,13,5.6,7.8,0.161,WAIT
73.0,76.98,0.188,200.0,2673.9,10,115.1,19.1,0.486,WAIT
71.17,70.08,0.2032,1000.0,1465.2,5,27.6,32.1,0.884,WAIT
51.82,65.63,0.2128,1000.0,2646.5,10,7.8,41.9,0.793,AGGREGATE
52.04,63.16,0.1048,5000.0,1799.0,12,36.5,59.4,0.84,SELL_NOW
56.55,64.96,0.0223,200.0,2055.2,11,94.8,86.3,0.975,SELL_NOW
22.28,25.78,0.1065,1000.0,2432.4,1,90.8,15.9,0.449,AGGREGATE
74.01,76.29,0.1717,5000.0,2011.6,20,26.6,1.5,0.379,WAIT
39.31,49.56,0.1181,1000.0,1254.4,2,25.2,44.9,0.128,AGGREGATE
36.82,42.24,0.1898,1000.0,1589.5,3,77.8,43.2,0.235,AGGREGATE
46.32,53.94,0.0957,1000.0,2428.8,16,56.1,55.2,0.606,AGGREGATE
13.29,16.36,0.1623,500.0,1183.6,5,95.5,83.3,0.242,SELL_NOW
21.64,20.28,0.0547,200.0,1225.6,6,4.8,80.2,0.763,SELL_NOW
61.66,74.21,0.1898,5000.0,377.5,14,74.0,10.0,0.134,STORE
15.8,14.18,0.141,5000.0,2752.3,10,88.2,93.4,0.334,SELL_NOW
52.22,50.79,0.059,200.0,364.0,2,119.2,11.0,0.726,WAIT
27.17,26.3,0.0801,200.0,1979.8,5,82.1,63.5,0.33,SELL_NOW
37.25,48.03,0.1897,200.0,1298.3,1,29.4,67.2,0.756,SELL_NOW
